organization,district,timestamp,pm25_value,pm25_citywide,latitude,longitude,flag_ถนน,flag_ทางเท้า,flag_แสงสว่าง,flag_ความสะอาด,flag_ขยะ,flag_น้ำท่วม,flag_ระบายน้ำ,flag_จราจร,flag_สายไฟ,flag_ต้นไม้,flag_ความปลอดภัย,flag_สัตว์,flag_เสียง,flag_กลิ่น,flag_สะพาน,flag_คลอง,report_hour
"เขตบางซื่อ,สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.),ฝ่ายโยธา เขตบางซื่อ,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",บางซื่อ,2022-08-20T10:44:47.338Z,15.0,12.505747126436782,100.52171,13.80708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตดินแดง,ฝ่ายโยธา เขตดินแดง",ดินแดง,2022-08-20T10:55:20.145Z,21.0,12.505747126436782,100.57004,13.77215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตดินแดง,สำนักการโยธา กทม.,สน.ดินแดง,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 1 (บก.น.1),สำนักงานวิศวกรรมทาง สำนักการโยธา (สวก.สนย.) กทม.,ส่วนวิศวกรรมทาง 1 สำนักงานวิศวกรรมทาง (สวก.สนย.)",ดินแดง,2022-08-20T11:10:56.918Z,21.0,12.505747126436782,100.55604,13.76205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
"เขตพญาไท,ฝ่ายเทศกิจ เขตพญาไท,ผอ.เขตพญาไท (นายพัลลภ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",พญาไท,2022-08-20T11:15:41.107Z,11.5,12.505747126436782,100.53215,13.77651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
"เขตวังทองหลาง,ฝ่ายเทศกิจ เขตวังทองหลาง,ผอ.เขตวังทองหลาง (นายโครงการ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",วังทองหลาง,2022-08-20T11:22:04.599Z,13.0,12.505747126436782,100.61666,13.78886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
"เขตปทุมวัน,สน.ปทุมวัน,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 6 (บก.น.6),ผอ.เขตปทุมวัน (นายอิทธิพล อิงประสาร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ปทุมวัน,2022-08-20T11:26:20.546Z,20.0,12.505747126436782,100.51976,13.74036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
"เขตปทุมวัน,สน.ปทุมวัน,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 6 (บก.น.6),ผอ.เขตปทุมวัน (นายอิทธิพล อิงประสาร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ปทุมวัน,2022-08-20T11:28:58.017Z,20.0,12.505747126436782,100.51983,13.73795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
"เขตปทุมวัน,การไฟฟ้านครหลวง เขตคลองเตย,การไฟฟ้านครหลวง MEA,ผอ.เขตปทุมวัน (นายอิทธิพล อิงประสาร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ปทุมวัน,2022-08-20T11:59:08.285Z,20.0,12.505747126436782,100.528,13.74646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
"เขตบางกะปิ,ฝ่ายเทศกิจ เขตบางกะปิ,ฝ่ายเทศกิจ เขตบึงกุ่ม,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",บางกะปิ,2022-08-20T12:01:04.681Z,13.0,12.505747126436782,100.64882,13.78272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
"เขตบางกะปิ,ฝ่ายเทศกิจ เขตบางกะปิ,ฝ่ายเทศกิจ เขตบึงกุ่ม,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",บางกะปิ,2022-08-20T12:09:29.556Z,13.0,12.505747126436782,100.64982,13.78105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
"เขตบางกะปิ,ฝ่ายเทศกิจ เขตบางกะปิ,ฝ่ายเทศกิจ เขตบึงกุ่ม,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",บางกะปิ,2022-08-20T12:16:20.942Z,13.0,12.505747126436782,100.65118,13.77895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
"เขตบางกะปิ,ฝ่ายเทศกิจ เขตบางกะปิ,ฝ่ายเทศกิจ เขตบึงกุ่ม,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",บางกะปิ,2022-08-20T12:17:38.783Z,13.0,12.505747126436782,100.65138,13.77913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
"เขตยานนาวา,สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.),สำนักงานวิศวกรรมจราจร สวจ.สจส. กทม.,กลุ่มงานวางแผนและออกแบบ 2 สวจ.สจส. กทม.,ผอ.เขตยานนาวา (น.ส.วรุณลักษม์),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ยานนาวา,2022-08-20T12:34:49.037Z,20.0,12.505747126436782,100.53302,13.69541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
"เขตบางขุนเทียน,การไฟฟ้านครหลวง เขตบางขุนเทียน,การไฟฟ้านครหลวง เขตราษฎร์บูรณะ,การไฟฟ้านครหลวง MEA,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",บางขุนเทียน,2022-08-20T12:49:54.141Z,22.0,12.505747126436782,100.38829,13.5815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
"เขตบางซื่อ,ฝ่ายรักษาความสะอาดฯ เขตบางซื่อ,การรถไฟแห่งประเทศไทย,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",บางซื่อ,2022-08-20T12:53:20.332Z,15.0,12.505747126436782,100.53889,13.80211,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12
"เขตบางซื่อ,ฝ่ายรักษาความสะอาดฯ เขตบางซื่อ,การรถไฟแห่งประเทศไทย,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",บางซื่อ,2022-08-20T12:55:33.613Z,15.0,12.505747126436782,100.53892,13.80214,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12
"เขตพญาไท,สำนักการโยธา กทม.,ฝ่ายโยธา เขตพญาไท,ผอ.เขตพญาไท (นายพัลลภ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร),สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.,ศูนย์ก่อสร้างและบูรณะถนน 3 ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",พญาไท,2022-08-20T12:56:18.819Z,11.5,12.505747126436782,100.54232,13.77357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
"เขตบางนา,ผอ.เขตบางนา (นางประภัสสร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",บางนา,2022-08-20T13:02:33.974Z,11.5,12.505747126436782,100.61492,13.67874,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
"เขตบางซื่อ,สน.ประชาชื่น,ฝ่ายเทศกิจ เขตบางซื่อ,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 2 (บก.น.2),ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",บางซื่อ,2022-08-20T13:33:34.142Z,15.0,12.505747126436782,100.5231,13.82354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
"เขตบางซื่อ,ฝ่ายเทศกิจ เขตบางซื่อ,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",บางซื่อ,2022-08-20T13:36:38.240Z,15.0,12.505747126436782,100.5231,13.82354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
"เขตบางซื่อ,สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.),สำนักการโยธา กทม.,ฝ่ายโยธา เขตบางซื่อ,สำนักงานวิศวกรรมจราจร สวจ.สจส. กทม.,กลุ่มงานเครื่องหมายจราจร 1 สวจ.สจส. กทม.,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",บางซื่อ,2022-08-20T13:43:59.166Z,15.0,12.505747126436782,100.51478,13.81592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13
"เขตบางซื่อ,สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.),สำนักการโยธา กทม.,ฝ่ายโยธา เขตบางซื่อ,สำนักงานวิศวกรรมจราจร สวจ.สจส. กทม.,กลุ่มงานเครื่องหมายจราจร 1 สวจ.สจส. กทม.,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",บางซื่อ,2022-08-20T13:44:48.027Z,15.0,12.505747126436782,100.51478,13.81592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13
"เขตบางซื่อ,สำนักการโยธา กทม.,ฝ่ายโยธา เขตบางซื่อ,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",บางซื่อ,2022-08-20T13:49:55.791Z,15.0,12.505747126436782,100.52097,13.81463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13
"เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",บางขุนเทียน,2022-08-20T13:51:58.151Z,22.0,12.505747126436782,100.42862,13.6637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
"เขตพญาไท,ฝ่ายรักษาความสะอาดฯ เขตพญาไท,ผอ.เขตพญาไท (นายพัลลภ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",พญาไท,2022-08-20T13:53:06.178Z,11.5,12.505747126436782,100.54967,13.7938,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
"เขตบางขุนเทียน,การประปานครหลวง กปน. (Metropolitan Waterworks Authority - MWA),สำนักงานประปาสาขาตากสิน สสต.,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",บางขุนเทียน,2022-08-20T13:54:55.336Z,22.0,12.505747126436782,100.42861,13.6637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
"เขตดินแดง,ฝ่ายสิ่งแวดล้อมฯ เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-08-20T13:55:55.266Z,21.0,12.505747126436782,100.56887,13.77588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
"เขตบางกะปิ,สำนักการโยธา กทม.,ฝ่ายโยธา เขตบางกะปิ,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี),สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.,ศูนย์เครื่องมือกล ส่วนก่อสร้างและบูรณะ 1 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",บางกะปิ,2022-08-20T14:17:55.477Z,13.0,12.505747126436782,100.6403,13.76197,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
